City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
Laas,IT,46.62,10.7,50.0,87.0,90.0,8.05
Acapulco de Juárez,MX,16.86,-99.89,86.0,70.0,40.0,10.29
Palhoça,BR,-27.8,-48.66,66.2,77.0,75.0,6.93
Lüderitz,NA,-26.65,15.16,73.4,11.0,0.0,21.92
Puri,IN,19.8,85.85,78.8,94.0,75.0,3.36
Aswān,EG,24.09,32.91,79.77,26.0,0.0,11.56
Faanui,PF,-16.48,-151.75,79.3,85.0,44.0,12.95
Bereda,ES,43.27,-7.54,55.99,100.0,79.0,5.99
Port Lincoln,AU,-34.73,135.87,59.9,68.0,37.0,14.5
Cedeno,CO,7.05,-72.16,71.37,83.0,100.0,2.93
Yangi Marg`ilon,UZ,40.43,71.72,71.6,35.0,0.0,3.6
Saint Anthony,US,45.02,-93.22,82.4,48.0,1.0,10.29
Pilar,BR,-9.6,-35.96,73.4,94.0,90.0,3.36
Beringovskiy,RU,63.05,179.32,45.39,79.0,8.0,6.51
Tevaitoa,PF,-16.78,-151.5,80.24,82.0,24.0,14.32
Bathsheba,BB,13.22,-59.52,82.4,69.0,40.0,19.46
Arrondissement de Brive-la-Gaillarde,FR,45.25,1.5,53.01,93.0,28.0,0.07
Ola,RU,59.58,151.28,57.78,56.0,0.0,7.65
Kiama,AU,-34.68,150.87,66.99,61.0,0.0,11.99
Alofi,NU,-19.06,-169.92,77.0,61.0,75.0,20.8
Quatre Cocos,MU,-20.21,57.76,69.01,78.0,100.0,5.01
Yūbari,JP,43.04,141.96,64.0,93.0,75.0,18.34
Hervey Bay,AU,-25.3,152.85,70.0,83.0,70.0,8.99
Żary,PL,51.64,15.14,55.99,78.0,91.0,2.66
Nizhnevartovsk,RU,60.93,76.55,51.8,81.0,0.0,4.47
Norfolk,US,42.17,-71.25,62.01,58.0,28.0,6.93
Seymchan,RU,62.88,152.43,79.27,25.0,97.0,4.99
Nuevo Progreso,MX,23.17,-97.95,82.99,64.0,0.0,3.0
Revda,RU,56.8,59.93,48.2,93.0,85.0,2.24
Kollam,IN,8.88,76.6,80.6,88.0,40.0,8.9
Henderson,US,36.04,-114.98,97.0,9.0,1.0,20.8
Wanning,CN,18.8,110.4,77.59,92.0,100.0,14.14
Aripuanã,BR,-9.17,-60.63,74.34,75.0,16.0,1.39
Nizhniy Odes,RU,63.64,54.86,60.91,84.0,100.0,7.54
Gayny,RU,60.31,54.32,56.98,79.0,45.0,6.78
Petropavlovsk-Kamchatskiy,RU,53.05,158.65,50.0,76.0,75.0,6.71
Fortuna,US,40.6,-124.16,63.0,87.0,75.0,11.41
Marquette,US,46.53,-87.63,66.99,41.0,91.0,13.6
Saurimo,AO,-9.66,20.39,54.64,54.0,1.0,4.85
Volksrust,ZA,-27.37,29.88,31.03,98.0,4.0,2.33
Dufftown,GB,57.43,-3.13,57.2,87.0,75.0,6.93
Bairiki Village,KI,1.33,172.98,87.8,66.0,20.0,5.82
Krasnosel'kup,RU,65.7,82.47,51.31,56.0,100.0,15.77
Le Marin,MQ,14.47,-60.87,80.6,78.0,20.0,11.41
Muros,ES,42.78,-9.06,59.0,93.0,93.0,5.99
Turinsk,RU,58.05,63.7,57.51,71.0,85.0,6.87
Mabaruma,GY,8.2,-59.78,77.09,89.0,100.0,4.81
Sistranda,NO,63.73,8.83,51.8,100.0,20.0,4.7
Yeniseysk,RU,58.45,92.17,50.25,74.0,20.0,4.94
Narasannapeta,IN,18.42,84.05,82.26,83.0,100.0,6.82
Abéché,TD,13.83,20.83,80.64,46.0,17.0,4.76
Atar,MR,20.52,-13.05,97.16,17.0,0.0,9.55
Manaure,CO,11.78,-72.44,84.83,71.0,100.0,13.24
Anuchino,RU,43.96,133.05,54.54,89.0,100.0,3.85
Ntungamo,UG,-0.88,29.65,61.57,87.0,27.0,3.44
Khāsh,IR,28.22,61.22,71.67,22.0,51.0,1.95
Copiapó,CL,-27.37,-70.33,57.2,76.0,5.0,3.36
Sungai Penuh,ID,-2.08,101.38,70.23,86.0,92.0,1.97
Artigas,UY,-30.4,-56.47,56.32,95.0,55.0,9.26
Hoskote,IN,14.28,77.17,75.61,75.0,100.0,16.46
Lompoc,US,34.64,-120.46,68.0,64.0,100.0,19.46
Matagami,CA,49.75,-77.63,75.2,29.0,1.0,8.05
Stornoway,GB,58.21,-6.39,55.99,93.0,97.0,5.82
Thornhill,GB,55.23,-3.77,59.0,93.0,40.0,2.24
Smithers,CA,54.78,-127.17,64.4,34.0,40.0,16.11
Swift Current,CA,50.28,-107.8,69.8,26.0,1.0,20.8
Curitibanos,BR,-27.28,-50.58,50.49,99.0,30.0,4.05
Departamento de Maldonado,UY,-34.67,-54.92,55.99,87.0,74.0,17.22
Saint-Augustin,CA,51.23,-58.65,57.38,39.0,47.0,18.61
Kandrian,PG,-6.22,149.55,86.07,69.0,42.0,9.95
Bandarbeyla,SO,9.49,50.81,81.84,64.0,98.0,27.74
Sitka,US,57.05,-135.33,57.2,67.0,75.0,3.36
Roebourne,AU,-20.78,117.13,72.95,37.0,0.0,20.02
Lere,NG,10.39,8.57,66.79,86.0,100.0,5.06
Ürümqi,CN,43.8,87.6,78.8,22.0,92.0,13.42
Lahaina,US,20.88,-156.68,86.0,65.0,75.0,16.11
Pahrump,US,36.21,-115.98,96.01,10.0,100.0,7.0
Falun,SE,60.6,15.63,55.99,76.0,35.0,4.7
Nome,US,64.5,-165.41,66.0,59.0,1.0,12.75
Santa Lucía,ES,27.91,-15.54,73.4,88.0,0.0,13.87
Rozivka,UA,46.94,35.77,65.03,90.0,90.0,6.35
Marawi,PH,8.0,124.29,79.66,67.0,8.0,2.73
Ambunti,PG,-4.24,142.84,84.2,78.0,62.0,1.23
Torquay,GB,50.46,-3.51,57.99,8.0,99.0,3.33
Abu Dhabi,AE,24.47,54.37,93.2,46.0,0.0,4.7
Sabang,ID,5.89,95.32,82.24,76.0,100.0,10.65
Narsaq,GL,60.92,-46.05,42.8,75.0,100.0,3.36
Ikalamavony,MG,-21.15,46.58,54.28,86.0,8.0,4.94
Kupang,ID,-10.17,123.58,86.0,66.0,20.0,16.11
Fort Abbas,PK,29.19,72.85,97.75,12.0,4.0,11.7
Ban Tak,TH,17.04,99.08,77.0,100.0,75.0,1.39
Koumac,NC,-20.57,164.28,77.11,61.0,24.0,2.59
Pozo Colorado,PY,-23.49,-58.8,69.26,79.0,0.0,4.92
Bolu Province,TR,40.67,31.58,57.54,76.0,87.0,3.13
Ivanava,BY,52.15,25.54,57.4,95.0,0.0,6.42
Noril'sk,RU,69.35,88.2,42.8,75.0,75.0,15.66
Ambilobe,MG,-13.2,49.05,71.67,73.0,97.0,2.8
Tucupita,VE,9.06,-62.05,75.38,95.0,99.0,4.61
Ngunguru,NZ,-35.62,174.5,60.01,84.0,100.0,8.01
Nishihara,JP,26.18,127.76,86.0,84.0,75.0,11.41
Manoel Urbano,BR,-8.84,-69.26,76.51,73.0,100.0,2.3
Bud,US,39.45,-86.18,73.4,53.0,1.0,5.82
Baft,IR,29.23,56.61,69.57,20.0,0.0,4.52
Kota Kinabalu,MY,5.97,116.07,84.99,79.0,20.0,3.36
Sterling,US,39.01,-77.43,71.6,46.0,75.0,8.05
Lodja,CD,-3.48,23.43,69.42,64.0,1.0,1.1
Herat Province,AF,34.5,62.0,77.52,17.0,0.0,11.1
Tyrma,RU,50.08,132.17,50.05,92.0,100.0,2.8
San Juan,AR,-31.54,-68.54,52.09,42.0,0.0,3.29
Keflavik,IS,64.0,-22.56,46.4,75.0,75.0,10.29
Olinda,BR,-8.01,-34.86,75.2,88.0,75.0,8.05
Roseburg,US,43.22,-123.34,60.8,63.0,90.0,8.05
Okato,NZ,-39.2,173.88,57.0,83.0,100.0,10.0
Moelv,NO,60.93,10.7,61.0,67.0,21.0,5.01
Harlingen,US,26.19,-97.7,86.0,62.0,40.0,14.99
Sept-Îles,CA,50.2,-66.38,59.0,51.0,40.0,6.91
Dauphin,CA,51.15,-100.05,77.0,25.0,1.0,12.75
Kamina,CD,-8.74,24.99,56.61,62.0,0.0,4.74
Port Augusta,AU,-32.5,137.77,57.99,71.0,2.0,10.29
Mugumu,TZ,-1.85,34.7,59.56,92.0,52.0,2.48
Zhezkazgan,KZ,47.8,67.71,52.97,61.0,0.0,21.23
Katherine,AU,-14.47,132.27,80.6,24.0,0.0,11.41
Halle,DE,51.5,12.0,62.01,93.0,100.0,6.93
Sicamous,CA,50.83,-118.99,66.0,52.0,98.0,3.47
Hambantota,LK,6.12,81.12,80.6,100.0,20.0,9.17
Zinder,NE,13.81,8.99,88.3,34.0,100.0,7.34
Maningrida,AU,-12.07,134.27,83.23,54.0,82.0,15.43
Haines Junction,CA,60.75,-137.51,63.45,52.0,100.0,1.83
Gamba,GA,-2.65,10.0,71.83,93.0,58.0,4.05
Zhob,PK,31.34,69.45,78.08,17.0,0.0,4.14
Grindavik,IS,63.84,-22.43,46.4,75.0,75.0,10.29
Chengde,CN,40.97,117.94,82.72,25.0,99.0,1.59
Rabat,MA,33.99,-6.84,68.0,87.0,0.0,4.7
Zhengjiatun,CN,43.51,123.51,80.53,35.0,0.0,9.89
Pasinler,TR,39.98,41.68,44.6,93.0,0.0,2.24
Santa Maria,BR,-29.68,-53.81,57.54,95.0,4.0,5.79
Arrondissement du Havre,FR,49.58,0.33,60.8,87.0,98.0,6.93
Itoman,JP,26.12,127.67,86.0,84.0,75.0,11.41
Gurupá,BR,-1.41,-51.64,74.62,95.0,100.0,1.63
Sola,VU,-13.88,167.55,84.2,79.0,75.0,21.92
Guerrero Negro,MX,27.98,-114.06,68.14,70.0,0.0,18.48
Umm Kaddadah,SD,13.6,26.69,87.94,34.0,0.0,6.13
Taoudenni,ML,22.68,-3.98,98.37,11.0,0.0,14.72
Binga,ZW,-17.62,27.34,57.11,78.0,9.0,3.4
Centralia,US,46.72,-122.95,61.0,77.0,40.0,6.93
Vestmannaeyjar,IS,63.44,-20.27,47.14,68.0,100.0,10.2
Ahipara,NZ,-35.17,173.17,61.29,76.0,100.0,8.79
Havelock,US,34.88,-76.9,69.8,83.0,90.0,14.99
Taltal,CL,-25.4,-70.48,56.95,77.0,99.0,3.91
Baltasi,RU,56.35,50.21,53.8,86.0,0.0,3.94
Conakry,GN,9.54,-13.68,80.94,83.0,96.0,8.43
Salalah,OM,17.02,54.09,86.0,79.0,40.0,3.36
Waipawa,NZ,-41.41,175.52,55.0,78.0,93.0,1.01
Winona,US,43.97,-91.77,73.99,53.0,1.0,8.05
Abonnema,NG,4.71,6.79,75.56,92.0,100.0,5.06
Palmer,US,42.16,-72.33,69.8,46.0,40.0,2.24
Vigrestad,NO,58.57,5.7,57.2,93.0,0.0,7.25
Bogalusa,US,30.79,-89.85,84.2,66.0,1.0,3.91
Semey,KZ,50.41,80.23,59.0,47.0,100.0,6.71
Shizukuishi,JP,39.68,140.98,73.4,60.0,75.0,10.29
Juli,PE,-16.22,-69.45,40.89,79.0,100.0,3.65
Acaraú,BR,-2.89,-40.12,78.42,86.0,37.0,10.78
San Vicente,AR,-26.62,-54.13,61.83,97.0,0.0,3.36
Lenauheim,RO,45.87,20.8,66.99,100.0,75.0,4.7
Terrace,CA,54.52,-128.6,62.6,59.0,75.0,12.75
Marga,RO,45.5,22.52,57.78,86.0,34.0,1.48
Shenjiamen,CN,29.96,122.3,75.34,96.0,100.0,5.7
Villaviciosa,ES,43.48,-5.44,59.0,83.0,100.0,3.51
Lysyanka,UA,49.25,30.83,62.58,91.0,18.0,5.48
Luwingu,ZM,-10.26,29.93,49.46,86.0,0.0,4.63
Hyères,FR,43.12,6.12,68.0,52.0,0.0,4.7
Katobu,ID,-4.94,122.53,81.81,77.0,100.0,6.73
Stromness,GB,58.97,-3.3,50.0,93.0,1.0,6.93
Whyalla,AU,-33.03,137.58,57.2,71.0,20.0,10.29
Macusani,PE,-14.08,-70.43,37.36,79.0,100.0,0.11
Lae,PG,-6.72,146.98,75.2,88.0,90.0,3.36
Tautira,PF,-17.73,-149.15,84.2,70.0,75.0,11.41
